state,year,sid,cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,poverty,northeast,midwest,south,west,effyear,treatment_date,post,time_til,f2001,f2002,f2003,f2004,f2005,f2006,f2007,f2008,f2009,f2010,castle,lhomicide,castle_sum,d2005,d2006,d2007,d2008,d2009,d2010,dinf
Virginia,2002,47,0,0,0,0,0,388,.46774888,5,2,5.4932241,98.552406,170.85626,449.60907,2230.5322,261.60773,5.4365931,.45304942,.084946766,.042473383,6847117,298.1254738308108,2.3,59714,.24762246,4.4850411,.54428744,10.432712,495.14056,9.068605078604616,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.7035154,0,0,0,0,0,0,0,1
Indiana,2002,15,0,1,0,0,0,362,.49561402,5,6,6.0526199,110.55228,220.43575,712.35327,2442.3325,339.19751,5.5175819,.5183183,.10031967,.11703961,5902331,264.0821058663094,2.9000001,51740,.10809289,3.3498631,.1670357,6.2777061,361.33472,8.968033138094086,0,1,0,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.8004912,5,0,1,0,0,0,0,0
Montana,2002,27,0,1,0,0,0,16,.16607773,0,1,1.8087537,31.992331,300.81836,371.81192,2676.8425,201.56299,1.1304711,.22609422,.11304711,.22609422,877433,277.5140666010966,4.8000002,41499,.70683461,12.456564,1.155074,23.960119,375.65552,13.41150834308716,0,0,0,1,2009,2009,0,-7,0,1,0,0,0,0,0,0,0,0,0,.59263808,2,0,0,0,0,1,0,0
Vermont,2002,46,0,0,0,0,0,13,.20779221,0,0,2.1818449,12.923236,74.182732,585.57367,1793.141,129.06453,2.1818449,.50350273,.16783424,.16783424,588067,211.2004244414327,2.7,50130,18.556728,55.125862,35.983994,131.03625,312.67517,9.052709980325371,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,.7801708,0,0,0,0,0,0,0,1
New Mexico,2002,32,0,0,0,0,0,152,.40389845,4,4,8.3575354,121.29423,568.20245,1079.5516,2936.4641,408.9144,7.5877624,1.4845622,.27491891,.27491891,1782739,305.3167064836748,5,44432,12.147544,39.915321,22.997086,96.790329,329.29788,17.33865697670831,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,2.1231635,0,0,0,0,0,0,0,1
Oklahoma,2002,37,0,1,0,0,0,163,.41335133,7,12,4.8231773,87.764076,381.26773,1040.7114,2964.4785,377.92404,4.8231773,1.1540117,.23672035,.38467059,3338279,310.7289714250966,3.0999999,41063,.14417608,5.6077995,.30015466,12.223813,671.75317,13.99167055839251,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.5734329,5,0,1,0,0,0,0,0
Alabama,2002,1,0,0,0,0,0,303,.4240188,3,2,6.9332876,136.42331,274.63141,974.2757,2835.8291,317.83289,6.4069986,.5949356,.09152855,.068646416,4332380,348.8382828837729,4.0999999,44851,2.2222428,4.6948099,3.4716945,10.414437,640.10492,14.7059814697695,0,0,1,0,2006,2006,0,-4,0,1,0,0,0,0,0,0,0,0,0,1.9363341,5,0,1,0,0,0,0,0
Wyoming,2002,51,0,0,0,0,0,15,.47311828,0,0,3.0938487,19.181862,228.5323,504.91614,2743.8313,153.24864,3.0938487,.20625658,.20625658,.20625658,479699,376.9030162664504,3.8,50175,.10881824,7.0644298,.14467406,12.877033,358.2677,10.49762455206286,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.1294159,0,0,0,0,0,0,0,1
Missouri,2002,26,0,0,0,0,0,331,.43237472,7,6,6.0116639,127.57078,394.79016,775.90424,2904.5056,506.32379,5.9935021,.98075485,.14529702,.12713489,5433153,294.838006586599,3.3,57098,.0071965577,1.0742565,.0097733308,2.0146313,546.66187,10.69741639891238,0,1,0,0,2007,2007,0,-5,0,1,0,0,0,0,0,0,0,0,0,1.7937015,4,0,0,1,0,0,0,0
Utah,2002,45,0,0,0,0,0,47,.32543859,0,4,2.0651524,50.090931,147.54855,664.53973,3286.4485,339.30017,2.1530313,.39545473,.043939415,.21969707,2192689,309.8934687044082,3.3,60204,.019473806,1.8613219,.023988809,3.791281,244.52284,9.049801408225242,0,0,0,1,,,0,,0,1,0,0,0,0,0,0,0,0,0,.72520405,0,0,0,0,0,0,0,1
Nebraska,2002,28,0,0,0,0,0,48,.46872699,1,0,2.8605857,80.990334,211.98132,615.56232,3065.5945,381.94778,2.8009903,.23838215,.11919107,.059595536,1660445,272.8786560229336,2.8,52860,.59429854,4.4026151,1.382822,12.415949,241.83868,8.962717825643125,0,1,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.0510263,0,0,0,0,0,0,0,1
New York,2002,33,0,0,0,0,0,909,.11898071,11,13,4.8945847,197.36107,288.52203,412.99741,1712.4315,255.0461,4.8030467,.47922775,.064614981,.07538414,18395996,470.3632246930256,4.5,51587,.73295295,1.9836001,1.3600134,4.7272191,361.11697,13.4089178971337,1,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,1.5881294,0,0,0,0,0,0,0,1
Texas,2002,44,0,0,0,0,0,1302,.45558807,23,35,6.1370244,177.13469,370.61594,1002.1072,3247.5889,483.9859,6.1275973,.90499896,.11312487,.1696873,20290711,362.3579282165124,4.4000001,48883,.0089597646,.91391575,.017525261,1.311137,763.60699,14.98772024302155,0,0,1,0,2007,2007,0,-5,0,1,0,0,0,0,0,0,0,0,0,1.81434,4,0,0,1,0,0,0,0
Indiana,2003,15,0,1,0,0,0,338,.45852211,2,7,5.617002,106.37405,222.40337,691.02417,2421.0608,345.17972,5.3178716,.78106242,.049855046,.13294679,5902331,264.0821058663094,2.9000001,51740,.10809289,3.3498631,.1670357,6.2777061,383.36868,8.968033138094086,0,1,0,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,1.7257981,5,0,1,0,0,0,0,0
South Dakota,2003,42,0,0,0,0,0,10,.24038461,0,0,1.3598984,14.142944,116.81528,391.37878,1573.6746,118.85513,1.3598984,.13598984,.13598984,.13598984,726426,249.5780712694755,2.7,46181,10.441257,40.579632,18.194008,92.379814,411.50528,11.60228295793377,0,1,0,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,.30741003,5,0,1,0,0,0,0,0
Arizona,2003,3,0,1,0,0,0,441,.47722799,4,17,8.060915,139.26556,342.21417,1071.3705,3632.4385,1041.8322,8.0426359,1.5354123,.09139359,.32901692,5020782,358.9679854652124,4,50370,.26902184,4.0020657,.56620663,9.4672308,569.74768,12.88169850832002,0,0,0,1,2006,2005,0,-2,0,0,1,0,0,0,0,0,0,0,0,2.0870271,5,0,1,0,0,0,0,0
Colorado,2003,6,0,0,0,0,0,185,.21134296,1,14,4.1592736,84.03981,223.04948,728.30005,2798.9888,512.9621,3.8445177,.40468609,.044965122,.3372384,4198306,322.3919361761625,2.7,61077,.31917635,5.1907125,.74272811,12.638526,442.25446,9.166316128457526,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.4253404,0,0,0,0,0,0,0,1
Maine,2003,20,0,0,0,0,0,16,.18685122,0,0,1.2592456,22.745125,60.050274,517.78607,1892.2527,114.59135,1.2592456,.078702852,.078702852,.078702852,1240011,232.3366486265041,3.3,47183,8.4043608,15.418896,17.970566,39.550777,158.42883,10.05853980327594,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.23051284,0,0,0,0,0,0,0,1
Alabama,2003,1,0,0,0,0,0,299,.2454455,2,1,6.8180065,137.68269,258.53699,986.10266,2828.4238,341.05994,6.5671768,.31923777,.068408094,.045605395,4332380,348.8382828837729,4.0999999,44851,2.2222428,4.6948099,3.4716945,10.414437,636.4917,14.7059814697695,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,1.9195671,5,0,1,0,0,0,0,0
Ohio,2003,36,0,0,0,0,0,526,.35708791,1,8,4.7239618,151.73257,144.62866,853.93243,2527.0769,368.37021,4.3288012,.49395037,.017961832,.080828242,11054019,298.0092579902387,4,54395,.22173835,1.6225592,.352451,3.2313948,402.14743,9.846020709752715,0,1,0,0,2008,2008,0,-5,0,0,1,0,0,0,0,0,0,0,0,1.5526478,3,0,0,0,1,0,0,0
Utah,2003,45,0,0,0,0,0,60,.34499204,0,1,2.597903,54.469368,158.1257,734.38391,3261.2776,337.814,2.4680078,.2597903,.043298386,.086596772,2192689,309.8934687044082,3.3,60204,.019473806,1.8613219,.023988809,3.791281,249.52859,9.049801408225242,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,.95470458,0,0,0,0,0,0,0,1
Iowa,2003,16,0,0,0,0,0,50,.21927498,0,1,1.7606453,39.825794,218.24959,616.75403,2267.7109,198.56557,1.7606453,.24649033,.035212904,.070425808,2822155,263.7346283248085,2.8,51899,.50401199,5.745893,.85689837,11.112146,300.92947,8.422074620281309,0,1,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.56568038,0,0,0,0,0,0,0,1
Massachusetts,2003,22,0,0,0,0,0,140,.27225065,0,2,2.2512479,128.81963,327.68521,562.21704,1673.4652,410.22562,2.203007,.24120514,.016080342,.048241027,6127881,323.1296430201565,2.8,59195,1.7168578,8.587781,3.2276411,18.954121,164.53406,8.639479128266361,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.81148469,0,0,0,0,0,0,0,1
Hawaii,2003,12,0,0,0,0,0,22,.13099316,0,1,1.8004968,95.590012,150.83252,933.72125,3667.0391,789.84521,1.8004968,.24552229,.081840761,.16368152,1175755,307.7171689680248,4,65263,.055708885,7.6047306,.093216702,13.562349,476.96796,10.06646792911789,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,.58806264,0,0,0,0,0,0,0,1
New Hampshire,2003,30,0,0,0,0,0,17,.19791667,0,0,1.3582919,38.351768,80.059319,366.65891,1592.717,154.44577,.87889469,.23969856,.07989952,.07989952,1200247,206.20755561147,2.7,64478,6.8105149,24.377649,13.980622,68.223961,194.47543,5.820218671656751,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.30622792,0,0,0,0,0,0,0,1
Connecticut,2003,7,0,0,0,0,0,112,.35992402,0,0,3.3222187,124.93916,178.65825,475.87817,1944.9218,337.26453,3.2332308,.56359071,.029662667,.029662667,3297626,295.2730236843111,2.3,63523,.73568076,4.3054004,1.3634657,11.711607,588.6853,7.381916566645216,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.2006328,0,0,0,0,0,0,0,1
Pennsylvania,2003,39,0,0,0,0,0,647,.3942714,5,13,5.4269314,150.81332,226.6981,452.25546,1788.9497,280.50607,5.2591743,1.6272407,.050327029,.11742973,11847753,226.3213961330896,4.1999998,53400,.038403906,.47389576,.061235242,1.0487474,342.9787,9.587708319037374,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.6913738,0,0,0,0,0,0,0,1
New Mexico,2003,32,0,0,0,0,0,116,.38719669,1,3,6.310257,105.37041,519.073,1033.4133,2752.3057,392.97668,5.8750668,.76158273,.10879754,.21759507,1782739,305.3167064836748,5,44432,12.147544,39.915321,22.997086,96.790329,338.52353,17.33865697670831,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.8421764,0,0,0,0,0,0,0,1
Tennessee,2003,43,0,1,0,0,0,396,.57155001,24,5,6.9604821,165.45207,500.43405,1113.0269,2931.2947,465.31528,6.9780593,.59761715,.4394244,.10546185,5541337,389.6532551620665,4,43169,3.5567951,13.015974,6.7086158,29.884737,446.5079,12.80476173890886,0,0,1,0,2007,2007,0,-4,0,0,1,0,0,0,0,0,0,0,0,1.9402487,4,0,0,1,0,0,0,0
Kansas,2003,17,0,1,0,0,0,125,.15754339,0,0,4.7317171,85.05735,279.13345,831.76019,3008.2744,296.47049,3.5203977,.52995235,.03785374,.03785374,2606468,372.1511255845074,3.8,51985,.99621403,9.6955729,1.7102071,20.418896,345.68033,9.019370274256197,0,1,0,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,1.5542881,5,0,1,0,0,0,0,0
Florida,2003,10,0,0,0,0,0,924,.38981062,16,16,5.5601873,189.69025,512.12695,1026.8535,3041.7896,490.80688,5.5601873,,.10229782,.10229782,15593433,413.4945781342697,3.8,49196,1.2267472,2.1707792,2.3019562,5.2502551,493.50876,12.03967721540215,0,0,1,0,2005,2005,0,-2,0,0,1,0,0,0,0,0,0,0,0,1.7156318,6,1,0,0,0,0,0,0
Texas,2003,44,0,0,0,0,0,1422,.45038766,31,34,6.5992751,171.78999,351.69217,1020.4141,3242.2954,455.7955,6.5899935,.89568222,.14850689,.16242942,20290711,362.3579282165124,4.4000001,48883,.0089597646,.91391575,.017525261,1.311137,774.6073,14.98772024302155,0,0,1,0,2007,2007,0,-4,0,0,1,0,0,0,0,0,0,0,0,1.8869598,4,0,0,1,0,0,0,0
Maryland,2003,21,0,0,0,0,0,525,.33972335,6,10,9.7720375,247.59552,439.14609,719.2406,2501.1206,677.62103,9.7720375,1.1726445,.13029383,.20474745,5162430,362.3099974236939,3.5999999,69047,.54666114,6.0534477,1.0607796,15.387211,442.83154,8.058317497767524,0,0,1,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,2.279525,0,0,0,0,0,0,0,1
Wyoming,2003,51,0,0,0,0,0,14,.2857143,0,2,2.8727319,17.236391,221.61075,535.76447,2716.5784,163.74571,2.8727319,.61558539,.20519513,.61558539,479699,376.9030162664504,3.8,50175,.10881824,7.0644298,.14467406,12.877033,384.12527,10.49762455206286,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.0552635,0,0,0,0,0,0,0,1
Washington,2003,48,0,0,0,0,0,182,.21563484,5,13,3.0383873,95.458778,208.83069,972.80145,3216.2329,678.09454,3.0049982,.55091637,.10016661,.23372209,5757739,237.4195843194698,5,53841,.37327152,.23132344,.7916128,.58083564,269.58173,9.85760208998706,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.1113269,0,0,0,0,0,0,0,1
Oklahoma,2003,37,0,1,0,0,0,206,.43920594,9,12,6.0645418,94.913025,377.62079,1025.8496,3044.1646,381.47736,6.0645418,1.2070205,.29439524,.38271382,3338279,310.7289714250966,3.0999999,41063,.14417608,5.6077995,.30015466,12.223813,671.83942,13.99167055839251,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,1.802459,5,0,1,0,0,0,0,0
California,2003,5,0,0,0,0,0,2407,.34682453,38,117,6.9464707,184.03674,373.38361,699.18951,2111.0286,696.45367,6.9406986,1.001423,.11255187,.34054157,33051894,313.8882146965617,4.9000001,59274,.50634015,2.8180654,1.0736934,7.4689851,474.7005,13.02469686003471,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.9382337,0,0,0,0,0,0,0,1
Mississippi,2003,25,0,1,0,0,0,267,.42141908,2,0,9.5853767,108.27527,178.56802,1061.3561,2452.241,322.95898,6.7133536,1.1847095,.10770086,.035900287,2749244,277.0943575761191,5.5999999,43426,1.8166813,11.687977,3.1869125,24.540274,739.151,17.81489747727012,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,2.2602386,5,0,1,0,0,0,0,0
Michigan,2003,23,0,0,0,0,0,612,.46436822,18,8,6.2284751,114.53474,348.20432,695.2688,2122.3428,546.63013,6.2081208,.69205278,.19336769,.091595225,9688555,292.9229384567668,3.7,57623,.16456531,3.1056025,.33120522,6.7884221,502.32855,9.820195065208383,0,1,0,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,1.8291315,5,0,1,0,0,0,0,0
Oregon,2003,38,0,0,0,0,0,68,.2507903,4,3,1.9527116,81.75544,183.00928,820.19635,3512.7847,544.86395,1.9239953,.17229809,.14358173,.11486539,3343908,230.3891135760912,5.0999999,53809,2.7448123,19.385941,5.0559406,43.240574,365.12836,10.80412499386945,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,.66921896,0,0,0,0,0,0,0,1
Missouri,2003,26,0,0,0,0,0,289,.44825009,6,10,5.2215519,120.80033,355.78824,758.78723,2920.022,541.14429,5.2215519,.79497677,.12647358,.19874419,5433153,294.838006586599,3.3,57098,.0071965577,1.0742565,.0097733308,2.0146313,547.50409,10.69741639891238,0,1,0,0,2007,2007,0,-4,0,0,1,0,0,0,0,0,0,0,0,1.6527946,4,0,0,1,0,0,0,0
Montana,2003,27,0,1,0,0,0,30,.14093959,0,0,3.3613558,33.389469,311.14951,417.03223,2554.6304,213.55814,2.3529491,.44818076,.11204519,.11204519,877433,277.5140666010966,4.8000002,41499,.70683461,12.456564,1.155074,23.960119,405.60361,13.41150834308716,0,0,0,1,2009,2009,0,-6,0,0,1,0,0,0,0,0,0,0,0,1.2123444,2,0,0,0,0,1,0,0
Kentucky,2003,18,0,1,0,0,0,181,.33002481,1,2,4.5215683,80.538872,142.46687,650.35638,1725.7651,206.16852,1.9735022,.44965872,.049962077,.074943118,3926965,251.3900684116105,4.3000002,45916,3.2335658,5.0753698,4.7599611,10.36625,415.23483,14.01418143528145,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,1.5088589,5,0,1,0,0,0,0,0
Vermont,2003,46,0,0,0,0,0,15,.25806451,0,0,2.5068855,10.361794,84.231354,504.21826,1693.3176,109.30021,2.5068855,.3342514,.1671257,.1671257,588067,211.2004244414327,2.7,50130,18.556728,55.125862,35.983994,131.03625,324.89236,9.052709980325371,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.91904116,0,0,0,0,0,0,0,1
North Carolina,2003,34,0,0,0,0,0,506,.51402402,10,3,6.2112503,150.1134,286.8591,1235.9529,2848.8403,330.10461,5.9534712,.60148472,.13502719,.049100794,7795432,346.3310307882873,3.7,48514,.0091720382,.6284706,.010493325,1.0400321,411.95566,11.98617344106138,0,0,1,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.8263623,0,0,0,0,0,0,0,1
Alaska,2003,2,0,0,0,0,0,39,.3026906,0,2,6.1921272,70.812531,442.49896,615.08466,2866.0024,390.73911,6.1921272,1.5877249,.1587725,.4763175,607583,293.9516082576372,6.1999998,66910,.33065441,4.9629436,.68336344,12.253634,718.76312,8.631248734740767,0,0,0,1,2006,2005,0,-2,0,0,1,0,0,0,0,0,0,0,0,1.8232787,5,0,1,0,0,0,0,0
Arkansas,2003,4,0,0,0,0,0,180,.49663225,4,2,6.792294,84.035767,344.55798,943.97791,2568.2795,226.67393,5.9998598,1.2452539,.18867484,.1132049,2599492,283.709278582123,4.1999998,37600,1.4365499,5.4123268,2.0820606,11.242081,502.44107,15.19373785339597,0,0,1,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.9157888,0,0,0,0,0,0,0,1
Rhode Island,2003,40,0,0,0,0,0,25,.33253011,0,0,2.4103448,80.023445,165.25323,532.58978,2151.9558,422.96732,2.4103448,.38565516,.096413791,.096413791,1009503,308.5676813243745,4.1999998,53426,9.5631218,17.548635,15.706442,38.779972,340.05145,10.53766061121165,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.8797698,0,0,0,0,0,0,0,1
Illinois,2003,14,0,0,0,0,0,895,,13,15,7.2594714,192.93161,336.66104,635.46741,2400.1436,337.69116,5.2560196,.82733643,.11355598,.12977827,12097512,413.1923985692265,4.5,58322,.34592238,3.0660355,.59637058,6.3135214,352.16953,10.14990520364849,0,1,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.9823071,0,0,0,0,0,0,0,1
North Dakota,2003,35,0,0,0,0,0,9,.18867925,0,0,1.47726,8.69942,46.944042,321.55026,1695.0739,176.94293,1.31312,.16414,.16414,.16414,618569,240.070226603661,2.9000001,45575,15.899601,103.49371,29.083094,223.81044,203.36946,10.4772466774119,0,1,0,0,2007,2007,0,-4,0,0,1,0,0,0,0,0,0,0,0,.39018902,4,0,0,1,0,0,0,0
Georgia,2003,11,0,1,0,0,0,657,.51107311,2,10,7.7860179,166.42169,266.65631,936.23016,2929.4863,514.23273,7.5371499,2.796804,.035552595,.13035952,7952631,369.7266979946637,3.5,53051,.035195898,.25879484,.074805431,.64100796,559.45563,12.65403864456933,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,2.0523295,5,0,1,0,0,0,0,0
South Carolina,2003,41,0,0,0,0,0,303,.51249784,6,0,7.5588374,144.71556,633.62018,1097.4783,3188.4075,393.90771,7.5338907,1.9208926,.1746266,.024946658,3876975,316.8965495005771,3.5999999,47568,.017694207,1.3032326,.033402331,2.3638532,591.70978,13.02461326162794,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,2.0227175,5,0,1,0,0,0,0,0
West Virginia,2003,49,0,1,0,0,0,73,.3067047,0,0,4.1331768,39.689819,200.54399,594.38477,1608.4851,196.07111,3.6802258,.45295087,.056618858,.056618858,1765197,229.3228461185919,5.5,37238,.31860468,6.5920687,.48589477,13.184081,269.39252,15.52155368494281,0,0,1,0,2008,2008,0,-5,0,0,1,0,0,0,0,0,0,0,0,1.4190463,3,0,0,0,1,0,0,0
Delaware,2003,8,0,0,0,0,0,21,.4371964,0,0,2.6498623,181.83102,465.99722,765.43164,2389.0403,371.48547,2.6498623,.37855175,.12618393,.12618393,759017,391.8225810489093,3.3,63768,1.5692666,4.686193,2.9050732,10.923076,857.29358,8.876481027434169,0,0,1,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.97450769,0,0,0,0,0,0,0,1
Nevada,2003,29,0,0,0,0,0,197,.40325359,3,2,8.9238234,236.68515,340.64545,994.66656,2415.3665,944.43042,8.9238234,2.129034,.18119438,.13589579,1964582,363.3851882995976,4.5,57935,.044131525,3.747973,.094829336,9.0881414,477.5831,9.914933558385448,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,2.1887245,0,0,0,0,0,0,0,1
Nebraska,2003,28,0,0,0,0,0,56,.48068669,0,1,3.318202,69.030449,200.27719,600.41681,2898.9233,363.34311,3.318202,.17776082,.059253607,.11850721,1660445,272.8786560229336,2.8,52860,.59429854,4.4026151,1.382822,12.415949,239.38457,8.962717825643125,0,1,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.1994231,0,0,0,0,0,0,0,1
Virginia,2003,47,0,0,0,0,0,416,.4915835,2,4,5.8165874,93.862381,161.55013,406.95139,2144.4053,251.35767,5.7746406,.64318031,.041946542,.069910906,6847117,298.1254738308108,2.3,59714,.24762246,4.4850411,.54428744,10.432712,490.31314,9.068605078604616,0,0,1,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.7607137,0,0,0,0,0,0,0,1
Wisconsin,2003,50,0,0,0,0,0,183,.55583352,6,4,3.4422987,82.709221,118.9192,499.34024,2234.2024,232.55267,3.4234884,.71479428,.13167262,.094051875,5207717,323.2510522365175,3.4000001,57087,.50375241,6.2465568,.82229888,13.306829,425.18973,8.269592990556131,0,1,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.2361394,0,0,0,0,0,0,0,1
Idaho,2003,13,0,0,0,0,0,26,.31428573,1,0,1.9502462,18.377319,191.72421,587.84924,2217.2048,198.47505,1.9502462,.075009473,.15001895,.075009473,1262457,261.1574097177171,4.5999999,47620,11.550888,42.896828,20.203936,100.01656,430.32932,11.48894576211308,0,0,0,1,,,0,,0,0,1,0,0,0,0,0,0,0,0,.66795564,0,0,0,0,0,0,0,1
Louisiana,2003,19,0,0,0,0,0,584,.57348746,8,9,13.390592,160.6871,445.48941,1021.9957,2968.6528,450.67139,13.000797,1.926044,.20636186,.22929096,4333011,478.9740898419137,4.9000001,38892,.019316822,1.7785554,.029632973,4.0265994,826.52509,17.38407772331988,0,0,1,0,2006,2006,0,-3,0,0,1,0,0,0,0,0,0,0,0,2.5945523,5,0,1,0,0,0,0,0
New York,2003,33,0,0,0,0,0,934,.080637053,19,18,5.0213633,192.41391,263.36349,405.64981,1674.2644,243.02538,4.9783535,.44622391,.10752384,.10214765,18395996,470.3632246930256,4.5,51587,.73295295,1.9836001,1.3600134,4.7272191,350.51694,13.4089178971337,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.6137015,0,0,0,0,0,0,0,1
Minnesota,2003,24,0,0,0,0,0,127,.079365082,0,2,2.5815191,79.396957,146.1709,563.01508,2362.3135,279.47485,2.5205383,.63013458,.020326922,.060980767,4783596,250.0420185985606,3.0999999,68688,1.9743724,2.5698867,2.7464485,5.1330004,159.87125,7.036421972089617,0,1,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,.94837803,0,0,0,0,0,0,0,1
New Jersey,2003,31,0,0,0,0,0,406,.32513866,2,12,4.8081045,158.00426,194.83482,514.64484,1685.0511,409.82578,4.8081045,.93556714,.035527866,.15395409,8219529,464.8319873316342,3.7,63818,.036267284,.59614122,.068020932,1.3406973,322.66409,7.879940565937538,1,0,0,0,,,0,,0,0,1,0,0,0,0,0,0,0,0,1.570303,0,0,0,0,0,0,0,1
Idaho,2004,13,0,0,0,0,0,31,.2987552,0,1,2.2791569,17.718609,190.12581,563.98108,2087.1931,201.37456,2.2791569,.36760598,.073521197,.14704239,1262457,261.1574097177171,4.5999999,47620,11.550888,42.896828,20.203936,100.01656,468.6976,11.48894576211308,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,.82380563,0,0,0,0,0,0,0,1
Louisiana,2004,19,0,0,0,0,0,574,.5565204,13,7,13.102372,149.8327,458.58304,1035.3842,3060.5681,450.00031,12.714323,1.8489411,.31957006,.18261147,4333011,478.9740898419137,4.9000001,38892,.019316822,1.7785554,.029632973,4.0265994,843.18561,17.38407772331988,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,2.5727932,5,0,1,0,0,0,0,0
Vermont,2004,46,0,0,0,0,0,16,.15384616,0,0,2.6638608,12.986321,76.419502,571.89758,1754.3187,97.730392,2.6638608,.4994739,.1664913,.1664913,588067,211.2004244414327,2.7,50130,18.556728,55.125862,35.983994,131.03625,327.65488,9.052709980325371,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.9797765,0,0,0,0,0,0,0,1
Alabama,2004,1,0,0,0,0,0,254,.2610063,3,0,5.7536893,136.86531,255.65407,1011.7885,2800.9592,317.67612,5.5951228,.22652319,.090609275,.022652319,4332380,348.8382828837729,4.0999999,44851,2.2222428,4.6948099,3.4716945,10.414437,586.40057,14.7059814697695,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.7498412,5,0,1,0,0,0,0,0
California,2004,5,0,0,0,0,0,2392,.33303651,33,122,6.8235188,176.20197,329.19485,701.47314,2078.6829,720.58868,6.8263712,.99842459,.096989818,.35087493,33051894,313.8882146965617,4.9000001,59274,.50634015,2.8180654,1.0736934,7.4689851,475.12457,13.02469686003471,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.9203752,0,0,0,0,0,0,0,1
Michigan,2004,23,0,0,0,0,0,643,.4733592,10,13,6.5220203,114.98231,327.37906,651.52246,1977.7849,513.07916,6.5220203,.5274418,.11157423,.14200355,9688555,292.9229384567668,3.7,57623,.16456531,3.1056025,.33120522,6.7884221,495.82571,9.820195065208383,0,1,0,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.8751842,5,0,1,0,0,0,0,0
